OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
192,3/24/2024,5622,Aaron Cox,rmelton@hughes.info,Mauritania,877,Beauty,Perfume,10,400.4,4004,East
193,8/1/2024,3640,Pamela Allen,djones@yahoo.com,Iceland,509,Clothing,Socks,9,141.42,1272.78,South
194,11/12/2023,8859,Tammy Zhang,rodriguezdalton@hotmail.com,Guam,819,Beauty,Makeup,10,431.93,4319.3,East
195,8/11/2024,2924,Amanda Hayden,leonard92@hotmail.com,Jersey,652,Beauty,Nail Polish,8,798.87,6390.96,North
196,11/24/2024,9555,Angela Pierce,gerald41@hotmail.com,Ethiopia,749,Electronics,Smartphone,7,735.22,5146.54,West
197,3/12/2024,1008,Nicholas Barnes,taylorrobert@gmail.com,United Arab Emirates,768,Beauty,Lotion,5,120.68,603.4,East
198,4/27/2024,4305,Jennifer Gardner,andradetina@gmail.com,Slovakia (Slovak Republic),917,Sports,Basketball,2,951.39,1902.78,West
199,5/25/2024,5678,Lisa Williams,yadams@johnson-cruz.com,Niue,594,Furniture,Couch,8,199.82,1598.56,East
200,11/17/2024,8190,Michael Ellis,osbornedonald@yahoo.com,Saint Lucia,846,Furniture,Table,5,262.46,1312.3,North
201,9/18/2024,2610,Krista Sampson,bonnie76@michael.info,Jamaica,894,Sports,Basketball,7,465.68,3259.76,East
202,12/9/2023,9420,Brianna Yoder,holly82@clark.com,Latvia,785,Beauty,Perfume,1,460.99,460.99,North
203,9/15/2023,4655,Karen Munoz,glopez@hotmail.com,Central African Republic,942,Furniture,Desk,4,471.88,1887.52,North
204,6/29/2024,8255,Michelle Fields,yrobinson@black.biz,Isle of Man,770,Furniture,Table,2,933.85,1867.7,West
205,1/31/2024,1008,Nicholas Barnes,taylorrobert@gmail.com,United Arab Emirates,813,Furniture,Bed,7,55.69,389.83,West
206,11/4/2023,7295,Michael Johnson,wrightlaura@harris.biz,Eritrea,633,Beauty,Lotion,7,786.98,5508.86,South
207,9/4/2024,1405,Tracey Robbins,stephen58@gmail.com,Samoa,917,Electronics,Camera,3,767.75,2303.25,West
208,3/25/2025,4902,Kenneth Meyer,ryancurry@anderson-garcia.biz,Ireland,922,Beauty,Nail Polish,7,146.1,1022.7,East
209,8/14/2024,4804,Jenna Robinson,tolson@brown.com,Venezuela,862,Clothing,Socks,2,141.64,283.28,West
210,8/5/2024,2020,Melanie Gonzalez,amber03@hotmail.com,Montserrat,787,Electronics,Monitor,8,866.87,6934.96,East
211,11/22/2024,2610,Krista Sampson,bonnie76@michael.info,Jamaica,959,Beauty,Shampoo,2,830.35,1660.7,West
212,1/1/2025,1604,Tammy Miles,jamesjones@white.com,Chile,536,Beauty,Lotion,10,739.16,7391.6,North
213,9/20/2023,9001,Diane Lawrence,qcook@stewart.biz,Turks and Caicos Islands,762,Clothing,Jacket,6,410,2460,South
214,6/15/2024,5909,Sharon Ramos,muellerduane@yahoo.com,Angola,836,Sports,Basketball,9,309.14,2782.26,East
215,2/21/2024,3780,Jesse Michael,emily63@hotmail.com,Morocco,520,Sports,Tennis Racket,7,946.33,6624.31,East
216,7/16/2024,2974,Raymond Sweeney,hjohnson@yahoo.com,El Salvador,517,Electronics,Smartphone,9,225.33,2027.97,South
217,3/13/2024,4148,Gary Torres,greyes@johnson-donovan.com,Malawi,794,Clothing,T-Shirt,4,50,200,West
218,10/31/2023,1420,Hayley Fox,danaryan@jimenez.com,Faroe Islands,635,Electronics,Headphones,8,178.04,1424.32,East
219,6/14/2024,8222,Christopher Benton,kperkins@wright.com,Benin,986,Electronics,Monitor,9,796.08,7164.72,West
220,8/22/2024,3226,Ryan Finley,cwhite@smith.com,Luxembourg,766,Beauty,Makeup,2,578.55,1157.1,East
221,5/1/2024,9594,Miss Alexandra Scott,michaeljones@perez.com,Netherlands,643,Clothing,Socks,4,380.92,1523.68,South
